PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"20566063","Magnetically guided release of ciprofloxacin from superparamagnetic polymer nanocomposites","Gupta R, Bajpai AK.","J Biomater Sci Polym Ed. 2011;22(7):893-918. doi: 10.1163/092050610X496387. Epub 2010 Jun 21.","Gupta R","J Biomater Sci Polym Ed","2011","2010/06/23","","","10.1163/092050610X496387"
"17629639","Effect of bee venom peptide-copolymer interactions on thermosensitive hydrogel delivery systems","Qiao M, Chen D, Hao T, Zhao X, Hu H, Ma X.","Int J Pharm. 2007 Dec 10;345(1-2):116-24. doi: 10.1016/j.ijpharm.2007.05.056. Epub 2007 May 31.","Qiao M","Int J Pharm","2007","2007/07/17","","","10.1016/j.ijpharm.2007.05.056"
"23865475","Hydrogel-based microactuators with remote-controlled locomotion and fast Pb2+-response for micromanipulation","Liu YM, Wang W, Zheng WC, Ju XJ, Xie R, Zerrouki D, Deng NN, Chu LY.","ACS Appl Mater Interfaces. 2013 Aug 14;5(15):7219-26. doi: 10.1021/am401570k. Epub 2013 Jul 18.","Liu YM","ACS Appl Mater Interfaces","2013","2013/07/20","","","10.1021/am401570k"
"19911347","In situ gelation of supramolecular hydrogel for anti-tumor drug delivery","He B, Zeng J, Nie Y, Ji L, Wang R, Li Y, Wu Y, Li L, Wang G, Luo X, Zhang Z, Gu Z.","Macromol Biosci. 2009 Dec 8;9(12):1169-75. doi: 10.1002/mabi.200900225.","He B","Macromol Biosci","2009","2009/11/14","","","10.1002/mabi.200900225"
"19160022","Hydrogel-magnetic nanoparticles with immobilized L-asparaginase for biomedical applications","Teodor E, Litescu SC, Lazar V, Somoghi R.","J Mater Sci Mater Med. 2009 Jun;20(6):1307-14. doi: 10.1007/s10856-008-3684-y. Epub 2009 Jan 22.","Teodor E","J Mater Sci Mater Med","2009","2009/01/23","","","10.1007/s10856-008-3684-y"
"30033305","pH-controlled sunitinib anticancer release from magnetic chitosan nanoparticles crosslinked with κ-carrageenan","Karimi MH, Mahdavinia GR, Massoumi B.","Mater Sci Eng C Mater Biol Appl. 2018 Oct 1;91:705-714. doi: 10.1016/j.msec.2018.06.019. Epub 2018 Jun 14.","Karimi MH","Mater Sci Eng C Mater Biol Appl","2018","2018/07/24","","","10.1016/j.msec.2018.06.019"
"20648680","Self-degrading, MRI-detectable hydrogel sensors with picomolar target sensitivity","Colomb J, Louie K, Massia SP, Bennett KM.","Magn Reson Med. 2010 Dec;64(6):1792-9. doi: 10.1002/mrm.22570. Epub 2010 Jul 20.","Colomb J","Magn Reson Med","2010","2010/07/22","","","10.1002/mrm.22570"
"17025354","In-situ formation of biodegradable hydrogels by stereocomplexation of PEG-(PLLA)8 and PEG-(PDLA)8 star block copolymers","Hiemstra C, Zhong Z, Li L, Dijkstra PJ, Feijen J.","Biomacromolecules. 2006 Oct;7(10):2790-5. doi: 10.1021/bm060630e.","Hiemstra C","Biomacromolecules","2006","2006/10/10","","","10.1021/bm060630e"
"40738438","A biodegradable magnetic microrobot based on alginate/GelMA microcapsules for delivery of chondroitin sulfate for cartilage tissue repair","Wei J, Liu Z, Li M, Zhu L, Shi X, Shu X, Ding C, Yang R, Liu G, Feng X.","Int J Biol Macromol. 2025 Sep;321(Pt 2):146296. doi: 10.1016/j.ijbiomac.2025.146296. Epub 2025 Jul 28.","Wei J","Int J Biol Macromol","2025","2025/07/30","","","10.1016/j.ijbiomac.2025.146296"
"23225791","Photocrosslinked alginate with hyaluronic acid hydrogels as vehicles for mesenchymal stem cell encapsulation and chondrogenesis","Coates EE, Riggin CN, Fisher JP.","J Biomed Mater Res A. 2013 Jul;101(7):1962-70. doi: 10.1002/jbm.a.34499. Epub 2012 Dec 5.","Coates EE","J Biomed Mater Res A","2013","2012/12/11","","","10.1002/jbm.a.34499"
"18800810","Hydrogels for osteochondral repair based on photocrosslinkable carbamate dendrimers","Degoricija L, Bansal PN, Söntjens SH, Joshi NS, Takahashi M, Snyder B, Grinstaff MW.","Biomacromolecules. 2008 Oct;9(10):2863-72. doi: 10.1021/bm800658x. Epub 2008 Sep 19.","Degoricija L","Biomacromolecules","2008","2008/09/20","PMC2819483","NIHMS91036","10.1021/bm800658x"
"22881074","Structure-property evaluation of thermally and chemically gelling injectable hydrogels for tissue engineering","Ekenseair AK, Boere KW, Tzouanas SN, Vo TN, Kasper FK, Mikos AG.","Biomacromolecules. 2012 Sep 10;13(9):2821-30. doi: 10.1021/bm300797m. Epub 2012 Aug 23.","Ekenseair AK","Biomacromolecules","2012","2012/08/14","PMC3448273","NIHMS402062","10.1021/bm300797m"
"27215416","3D printing enables separation of orthogonal functions within a hydrogel particle","Raman R, Clay NE, Sen S, Melhem M, Qin E, Kong H, Bashir R.","Biomed Microdevices. 2016 Jun;18(3):49. doi: 10.1007/s10544-016-0068-9.","Raman R","Biomed Microdevices","2016","2016/05/25","","","10.1007/s10544-016-0068-9"
"32486387","Biobased Cryogels from Enzymatically Oxidized Starch: Functionalized Materials as Carriers of Active Molecules","Boccia AC, Scavia G, Schizzi I, Conzatti L.","Molecules. 2020 May 31;25(11):2557. doi: 10.3390/molecules25112557.","Boccia AC","Molecules","2020","2020/06/04","PMC7321214","","10.3390/molecules25112557"
"25753892","A novel magnetic hydrogel with aligned magnetic colloidal assemblies showing controllable enhancement of magnetothermal effect in the presence of alternating magnetic field","Hu K, Sun J, Guo Z, Wang P, Chen Q, Ma M, Gu N.","Adv Mater. 2015 Apr 17;27(15):2507-14. doi: 10.1002/adma.201405757. Epub 2015 Mar 9.","Hu K","Adv Mater","2015","2015/03/11","","","10.1002/adma.201405757"
"38832656","Continuous and Controllable Preparation of Sodium Alginate Hydrogel Tubes Guided by the Soft Cap Inspired by the Apical Growth of the Plant","Wang G, Wang Y, Lu G, Dong S, Tang R, Zhao Y, Nie J, Zhu X.","ACS Appl Mater Interfaces. 2024 Jun 12;16(23):29600-29609. doi: 10.1021/acsami.4c00655. Epub 2024 Jun 4.","Wang G","ACS Appl Mater Interfaces","2024","2024/06/04","","","10.1021/acsami.4c00655"
"20096758","Synthesis and characterization of poly(methoxyl ethylene glycol-caprolactone-co-methacrylic acid-co-poly(ethylene glycol) methyl ether methacrylate) pH-sensitive hydrogel for delivery of dexamethasone","Wang K, Xu X, Wang Y, Yan X, Guo G, Huang M, Luo F, Zhao X, Wei Y, Qian Z.","Int J Pharm. 2010 Apr 15;389(1-2):130-8. doi: 10.1016/j.ijpharm.2010.01.026. Epub 2010 Jan 22.","Wang K","Int J Pharm","2010","2010/01/26","","","10.1016/j.ijpharm.2010.01.026"
"22718950","In vitro evaluation of quaternized polydimethylaminoethylmethacrylate sub-microparticles for oral insulin delivery","Sonia TA, Sharma CP.","J Biomater Appl. 2013 Jul;28(1):62-73. doi: 10.1177/0885328212437392. Epub 2012 Jun 20.","Sonia TA","J Biomater Appl","2013","2012/06/22","","","10.1177/0885328212437392"
"22939340","Synthesis of chitosan networks: Swelling, drug release, and magnetically assisted BSA separation using Fe3O4 nanoparticles","Ghaemy M, Naseri M.","Carbohydr Polym. 2012 Oct 15;90(3):1265-72. doi: 10.1016/j.carbpol.2012.06.069. Epub 2012 Jul 2.","Ghaemy M","Carbohydr Polym","2012","2012/09/04","","","10.1016/j.carbpol.2012.06.069"
"22288730","Development of a hybrid dextrin hydrogel encapsulating dextrin nanogel as protein delivery system","Molinos M, Carvalho V, Silva DM, Gama FM.","Biomacromolecules. 2012 Feb 13;13(2):517-27. doi: 10.1021/bm2015834. Epub 2012 Jan 30.","Molinos M","Biomacromolecules","2012","2012/02/01","","","10.1021/bm2015834"
"20096400","Novel complex hydrogels based on N-carboxyethyl chitosan and quaternized chitosan and their controlled in vitro protein release property","Hu H, Yu L, Tan S, Tu K, Wang LQ.","Carbohydr Res. 2010 Feb 26;345(4):462-8. doi: 10.1016/j.carres.2009.11.029. Epub 2009 Dec 4.","Hu H","Carbohydr Res","2010","2010/01/26","","","10.1016/j.carres.2009.11.029"
"18080306","Biodegradable and thermoreversible hydrogels of poly(ethylene glycol)-poly(epsilon-caprolactone-co-glycolide)-poly(ethylene glycol) aqueous solutions","Jiang Z, Hao J, You Y, Liu Y, Wang Z, Deng X.","J Biomed Mater Res A. 2008 Oct;87(1):45-51. doi: 10.1002/jbm.a.31699.","Jiang Z","J Biomed Mater Res A","2008","2007/12/15","","","10.1002/jbm.a.31699"
"39704007","Magnetic microwire rheometer reveals differences in hydrogel degradation via disulfide reducing agents","Braunreuther M, Arenhoevel J, Bej R, Moose C, Mall MA, Haag R, Fuller GG.","Soft Matter. 2025 Jan 15;21(3):427-434. doi: 10.1039/d4sm01118j.","Braunreuther M","Soft Matter","2025","2024/12/20","","","10.1039/d4sm01118j"
"20831271","Bioactive supramolecular hydrogel with controlled dual drug release characteristics","Ma D, Tu K, Zhang LM.","Biomacromolecules. 2010 Sep 13;11(9):2204-12. doi: 10.1021/bm100676a.","Ma D","Biomacromolecules","2010","2010/09/14","","","10.1021/bm100676a"
"20702074","Thermal behavior of magnetically modalized poly(N-isopropylacrylamide)-chitosan based nanohydrogel","Jaiswal MK, Banerjee R, Pradhan P, Bahadur D.","Colloids Surf B Biointerfaces. 2010 Nov 1;81(1):185-94. doi: 10.1016/j.colsurfb.2010.07.009. Epub 2010 Jul 13.","Jaiswal MK","Colloids Surf B Biointerfaces","2010","2010/08/13","","","10.1016/j.colsurfb.2010.07.009"
"18710282","Thiol/acrylate-modified PEO-PPO-PEO triblocks used as reactive and thermosensitive copolymers","Niu G, Zhang H, Song L, Cui X, Cao H, Zheng Y, Zhu S, Yang Z, Yang H.","Biomacromolecules. 2008 Oct;9(10):2621-8. doi: 10.1021/bm800573e. Epub 2008 Aug 19.","Niu G","Biomacromolecules","2008","2008/08/20","","","10.1021/bm800573e"
"27842806","Synthesis of dual responsive carbohydrate polymer based IPN microbeads for controlled release of anti-HIV drug","Eswaramma S, Rao KS.","Carbohydr Polym. 2017 Jan 20;156:125-134. doi: 10.1016/j.carbpol.2016.09.023. Epub 2016 Sep 8.","Eswaramma S","Carbohydr Polym","2017","2016/11/16","","","10.1016/j.carbpol.2016.09.023"
"23478033","Extracellular delivery of modified oligonucleotide and superparamagnetic iron oxide nanoparticles from a degradable hydrogel triggered by tumor acidosis","Lin CW, Tseng SJ, Kempson IM, Yang SC, Hong TM, Yang PC.","Biomaterials. 2013 Jun;34(17):4387-93. doi: 10.1016/j.biomaterials.2013.02.058. Epub 2013 Mar 9.","Lin CW","Biomaterials","2013","2013/03/13","","","10.1016/j.biomaterials.2013.02.058"
"30849619","Influence of Pluronic F127 microenvironments on the photochemical nitric oxide release from S-nitrosoglutathione","Picheth GF, Marini TC, Taladriz-Blanco P, Shimamoto GG, Dos Santos GJVP, Meneau F, de Oliveira MG.","J Colloid Interface Sci. 2019 May 15;544:217-229. doi: 10.1016/j.jcis.2019.02.087. Epub 2019 Feb 26.","Picheth GF","J Colloid Interface Sci","2019","2019/03/09","","","10.1016/j.jcis.2019.02.087"
"28447088","Determination of the diffusion coefficient of hydrogen ion in hydrogels","Schuszter G, Gehér-Herczegh T, Szűcs Á, Tóth Á, Horváth D.","Phys Chem Chem Phys. 2017 May 17;19(19):12136-12143. doi: 10.1039/c7cp00986k.","Schuszter G","Phys Chem Chem Phys","2017","2017/04/28","","","10.1039/c7cp00986k"
"20354742","Treatment of experimental osteonecrosis of the hip in adult rabbits with a single local injection of recombinant human FGF-2 microspheres","Kuroda Y, Akiyama H, Kawanabe K, Tabata Y, Nakamura T.","J Bone Miner Metab. 2010 Nov;28(6):608-16. doi: 10.1007/s00774-010-0172-5. Epub 2010 Mar 31.","Kuroda Y","J Bone Miner Metab","2010","2010/04/01","","","10.1007/s00774-010-0172-5"
"19409471","Facile fabrication of well-defined hydrogel beads with magnetic nanocomposite shells","Liu H, Wang C, Gao Q, Chen J, Ren B, Liu X, Tong Z.","Int J Pharm. 2009 Jul 6;376(1-2):92-8. doi: 10.1016/j.ijpharm.2009.04.031. Epub 2009 May 3.","Liu H","Int J Pharm","2009","2009/05/05","","","10.1016/j.ijpharm.2009.04.031"
"23974001","The pH-sensitive polyampholyte nanogels: inclusion of carbon nanotubes for improved drug loading","Sankar RM, Seeni Meera KM, Samanta D, Jithendra P, Mandal AB, Jaisankar SN.","Colloids Surf B Biointerfaces. 2013 Dec 1;112:120-7. doi: 10.1016/j.colsurfb.2013.07.046. Epub 2013 Aug 1.","Sankar RM","Colloids Surf B Biointerfaces","2013","2013/08/27","","","10.1016/j.colsurfb.2013.07.046"
"28940736","Pressure responsive nanogel base on Alginate-Cyclodextrin with enhanced apoptosis mechanism for colon cancer delivery","Hosseinifar T, Sheybani S, Abdouss M, Hassani Najafabadi SA, Shafiee Ardestani M.","J Biomed Mater Res A. 2018 Feb;106(2):349-359. doi: 10.1002/jbm.a.36242. Epub 2017 Oct 12.","Hosseinifar T","J Biomed Mater Res A","2018","2017/09/24","","","10.1002/jbm.a.36242"
"24993802","Multivalent dendrimers presenting spatially controlled clusters of binding epitopes in thermoresponsive hyaluronan hydrogels","Seelbach RJ, Fransen P, Peroglio M, Pulido D, Lopez-Chicon P, Duttenhoefer F, Sauerbier S, Freiman T, Niemeyer P, Semino C, Albericio F, Alini M, Royo M, Mata A, Eglin D.","Acta Biomater. 2014 Oct;10(10):4340-50. doi: 10.1016/j.actbio.2014.06.028. Epub 2014 Jun 30.","Seelbach RJ","Acta Biomater","2014","2014/07/05","","","10.1016/j.actbio.2014.06.028"
"20580795","Release mechanisms of acetaminophen from polyethylene oxide/polyethylene glycol matrix tablets utilizing magnetic resonance imaging","Tajiri T, Morita S, Sakamoto R, Suzuki M, Yamanashi S, Ozaki Y, Kitamura S.","Int J Pharm. 2010 Aug 16;395(1-2):147-53. doi: 10.1016/j.ijpharm.2010.05.021. Epub 2010 May 24.","Tajiri T","Int J Pharm","2010","2010/06/29","","","10.1016/j.ijpharm.2010.05.021"
"18937400","Tailoring the network properties of Ca2+ crosslinked Aloe vera polysaccharide hydrogels for in situ release of therapeutic agents","McConaughy SD, Kirkland SE, Treat NJ, Stroud PA, McCormick CL.","Biomacromolecules. 2008 Nov;9(11):3277-87. doi: 10.1021/bm8008457. Epub 2008 Oct 21.","McConaughy SD","Biomacromolecules","2008","2008/10/22","","","10.1021/bm8008457"
"20298768","Potential use of gamma-cyclodextrin polypseudorotaxane hydrogels as an injectable sustained release system for insulin","Abu Hashim II, Higashi T, Anno T, Motoyama K, Abd-ElGawad AE, El-Shabouri MH, Borg TM, Arima H.","Int J Pharm. 2010 Jun 15;392(1-2):83-91. doi: 10.1016/j.ijpharm.2010.03.026. Epub 2010 Mar 16.","Abu Hashim II","Int J Pharm","2010","2010/03/20","","","10.1016/j.ijpharm.2010.03.026"
"22195925","Novel hyaluronan based biodegradable hydrogel and its drug release behavior","Fan C, Zhang C, Liao L, Liu L.","J Control Release. 2011 Nov 30;152 Suppl 1:e57-8. doi: 10.1016/j.jconrel.2011.08.120.","Fan C","J Control Release","2011","2011/12/27","","","10.1016/j.jconrel.2011.08.120"
"28914533","Mössbauer Spectroscopic Characterization of Iron(III)-Polysaccharide Coordination Complexes: Photochemistry, Biological, and Photoresponsive Materials Implications","Auerbach H, Giammanco GE, Schünemann V, Ostrowski AD, Carrano CJ.","Inorg Chem. 2017 Oct 2;56(19):11524-11531. doi: 10.1021/acs.inorgchem.7b00686. Epub 2017 Sep 15.","Auerbach H","Inorg Chem","2017","2017/09/16","","","10.1021/acs.inorgchem.7b00686"
"19180549","Crosslinking metal nanoparticles into the polymer backbone of hydrogels enables preparation of soft, magnetic field-driven actuators with muscle-like flexibility","Fuhrer R, Athanassiou EK, Luechinger NA, Stark WJ.","Small. 2009 Mar;5(3):383-8. doi: 10.1002/smll.200801091.","Fuhrer R","Small","2009","2009/01/31","","","10.1002/smll.200801091"
"30562893","Polyamidoamine dendrimer-PEG hydrogel and its mechanical property on differentiation of mesenchymal stem cells","Bi X, Maturavongsadit P, Tan Y, Watts M, Bi E, Kegley Z, Morton S, Lu L, Wang Q, Liang A.","Biomed Mater Eng. 2019;30(1):111-123. doi: 10.3233/BME-181037.","Bi X","Biomed Mater Eng","2019","2018/12/20","","","10.3233/BME-181037"
"31187295","Novel chitosan derivative based composite scaffolds with enhanced angiogenesis; potential candidates for healing chronic non-healing wounds","Rizwan M, Yahya R, Hassan A, Yar M, Abd Halim AA, Rageh Al-Maleki A, Shahzadi L, Zubairi W.","J Mater Sci Mater Med. 2019 Jun 11;30(6):72. doi: 10.1007/s10856-019-6273-3.","Rizwan M","J Mater Sci Mater Med","2019","2019/06/13","","","10.1007/s10856-019-6273-3"
"22426289","Synthesis and characterization of poly(antioxidant β-amino esters) for controlled release of polyphenolic antioxidants","Wattamwar PP, Biswal D, Cochran DB, Lyvers AC, Eitel RE, Anderson KW, Hilt JZ, Dziubla TD.","Acta Biomater. 2012 Jul;8(7):2529-37. doi: 10.1016/j.actbio.2012.03.022. Epub 2012 Mar 16.","Wattamwar PP","Acta Biomater","2012","2012/03/20","","","10.1016/j.actbio.2012.03.022"
"18324868","Head group modulated pH-responsive hydrogel of amino acid-based amphiphiles: entrapment and release of cytochrome c and vitamin B12","Shome A, Debnath S, Das PK.","Langmuir. 2008 Apr 15;24(8):4280-8. doi: 10.1021/la704024p. Epub 2008 Mar 7.","Shome A","Langmuir","2008","2008/03/08","","","10.1021/la704024p"
"20933068","Release of paeonol-β-CD complex from thermo-sensitive poly(N-isopropylacrylamide) hydrogels","Tsao JY, Tsai HH, Wu CP, Lin PY, Su SY, Chen LD, Tsai FJ, Tsai Y.","Int J Pharm. 2010 Dec 15;402(1-2):123-8. doi: 10.1016/j.ijpharm.2010.09.033. Epub 2010 Oct 7.","Tsao JY","Int J Pharm","2010","2010/10/12","","","10.1016/j.ijpharm.2010.09.033"
"16265650","Dexamethasone-functionalized gels induce osteogenic differentiation of encapsulated hMSCs","Nuttelman CR, Tripodi MC, Anseth KS.","J Biomed Mater Res A. 2006 Jan;76(1):183-95. doi: 10.1002/jbm.a.30537.","Nuttelman CR","J Biomed Mater Res A","2006","2005/11/03","","","10.1002/jbm.a.30537"
"21144582","Tuning the non-equilibrium state of a drug-encapsulated poly(ethylene glycol) hydrogel for stem and progenitor cell mobilization","Liang Y, Jensen TW, Roy EJ, Cha C, Devolder RJ, Kohman RE, Zhang BZ, Textor KB, Rund LA, Schook LB, Tong YW, Kong H.","Biomaterials. 2011 Mar;32(7):2004-12. doi: 10.1016/j.biomaterials.2010.11.021. Epub 2010 Dec 7.","Liang Y","Biomaterials","2011","2010/12/15","PMC3021707","NIHMS258027","10.1016/j.biomaterials.2010.11.021"
"21939700","Thermally-triggered 'off-on-off' response of gadolinium-hydrogel-lipid hybrid nanoparticles defines a customizable temperature window for non-invasive magnetic resonance imaging thermometry","Shuhendler AJ, Staruch R, Oakden W, Gordijo CR, Rauth AM, Stanisz GJ, Chopra R, Wu XY.","J Control Release. 2012 Feb 10;157(3):478-84. doi: 10.1016/j.jconrel.2011.09.061. Epub 2011 Sep 10.","Shuhendler AJ","J Control Release","2012","2011/09/24","","","10.1016/j.jconrel.2011.09.061"
"20014289","In vitro uptake of amphiphilic, hydrogel nanoparticles by J774A.1 cells","Missirlis D, Hubbell JA.","J Biomed Mater Res A. 2010 Jun 15;93(4):1557-65. doi: 10.1002/jbm.a.32648.","Missirlis D","J Biomed Mater Res A","2010","2009/12/17","","","10.1002/jbm.a.32648"
"31065651","Novel dehydropeptide-based magnetogels containing manganese ferrite nanoparticles as antitumor drug nanocarriers","Veloso SRS , Magalhães CAB , Rodrigues ARO , Vilaça H , Queiroz MRP , Martins JA , Coutinho PJG , Ferreira PMT , Castanheira EMS .","Phys Chem Chem Phys. 2019 May 22;21(20):10377-10390. doi: 10.1039/c9cp00352e.","Veloso SRS","Phys Chem Chem Phys","2019","2019/05/09","","","10.1039/c9cp00352e"
"31518957","Enhancing quercetin bioavailability by super paramagnetic starch-based hydrogel grafted with fumaric acid: An in vitro and in vivo study","Doosti M, Seyed Dorraji MS, Mousavi SN, Rasoulifard MH, Hosseini SH.","Colloids Surf B Biointerfaces. 2019 Nov 1;183:110487. doi: 10.1016/j.colsurfb.2019.110487. Epub 2019 Sep 3.","Doosti M","Colloids Surf B Biointerfaces","2019","2019/09/14","","","10.1016/j.colsurfb.2019.110487"
"14602381","Effect of thermal cycling on the properties of thermoresponsive poly(N-isopropylacrylamide) hydrogels","Li SK, D'Emanuele A.","Int J Pharm. 2003 Nov 28;267(1-2):27-34. doi: 10.1016/j.ijpharm.2003.07.009.","Li SK","Int J Pharm","2003","2003/11/07","","","10.1016/j.ijpharm.2003.07.009"
"23161842","Online monitoring of intelligent polymers for drug release with hyperpolarized xenon","Glöggler S, Raue M, Colell J, Türschmann P, Liebisch A, Mang T, Blümich B, Appelt S.","Chemphyschem. 2012 Dec 21;13(18):4120-3. doi: 10.1002/cphc.201200658. Epub 2012 Nov 19.","Glöggler S","Chemphyschem","2012","2012/11/20","","","10.1002/cphc.201200658"
"20959470","F3-targeted cisplatin-hydrogel nanoparticles as an effective therapeutic that targets both murine and human ovarian tumor endothelial cells in vivo","Winer I, Wang S, Lee YE, Fan W, Gong Y, Burgos-Ojeda D, Spahlinger G, Kopelman R, Buckanovich RJ.","Cancer Res. 2010 Nov 1;70(21):8674-83. doi: 10.1158/0008-5472.CAN-10-1917. Epub 2010 Oct 19.","Winer I","Cancer Res","2010","2010/10/21","PMC2970692","NIHMS231240","10.1158/0008-5472.CAN-10-1917"
"15554219","The macromolecular polymers for the preparation of hydrodynamically balanced systems--methods of evaluation","Dorozyński P, Jachowicz R, Kulinowski P, Kwieciński S, Szybiński K, Skórka T, Jasiński A.","Drug Dev Ind Pharm. 2004;30(9):947-57. doi: 10.1081/ddc-200037179.","Dorozyński P","Drug Dev Ind Pharm","2004","2004/11/24","","","10.1081/ddc-200037179"
"16283731","Organo hydrogel hybrids. Formation of reservoirs for protein delivery","Nederberg F, Watanabe J, Ishihara K, Hilborn J, Bowden T.","Biomacromolecules. 2005 Nov-Dec;6(6):3088-94. doi: 10.1021/bm0504173.","Nederberg F","Biomacromolecules","2005","2005/11/15","","","10.1021/bm0504173"
"39562108","Incorporating iron oxide nanoparticles in polyvinyl alcohol/starch hydrogel membrane with biochar for enhanced slow-release properties of compound fertilizers","Lu J, Wu M, Luo L, Lu R, Zhu J, Li Y, Cai Y, Xiang H, Song C, Yu B.","Carbohydr Polym. 2025 Jan 15;348(Pt A):122834. doi: 10.1016/j.carbpol.2024.122834. Epub 2024 Oct 9.","Lu J","Carbohydr Polym","2025","2024/11/19","","","10.1016/j.carbpol.2024.122834"
"19385649","Mixing a sol and a precipitate of block copolymers with different block ratios leads to an injectable hydrogel","Yu L, Zhang Z, Zhang H, Ding J.","Biomacromolecules. 2009 Jun 8;10(6):1547-53. doi: 10.1021/bm900145g.","Yu L","Biomacromolecules","2009","2009/04/24","","","10.1021/bm900145g"
"19501143","Influence of dialkyne structure on the properties of new click-gels based on hyaluronic acid","Testa G, Di Meo C, Nardecchia S, Capitani D, Mannina L, Lamanna R, Barbetta A, Dentini M.","Int J Pharm. 2009 Aug 13;378(1-2):86-92. doi: 10.1016/j.ijpharm.2009.05.051. Epub 2009 Jun 6.","Testa G","Int J Pharm","2009","2009/06/09","","","10.1016/j.ijpharm.2009.05.051"
"22167875","Synthesis and characterization of a multi-sensitive crosslinked injectable hydrogel based on Pluronic","Nam JA, Abdullah-Al-Nahain, Hong S, Lee KD, Lee H, Park SY.","Macromol Biosci. 2011 Nov 10;11(11):1594-602.","Nam JA","Macromol Biosci","2011","2011/12/15","","",""
"41457570","Bioinspired Microstructured Ceramic-Hydrogel Composites with Controlled Release of Ca(2+) and Mechanical Stability","Ma J, Chia C, Sapasakulvanit S, Zhang Y, Lau CS, Sim CP, Le Ferrand H.","ACS Appl Bio Mater. 2026 Jan 19;9(2):1193-1205. doi: 10.1021/acsabm.5c02291. Epub 2025 Dec 28.","Ma J","ACS Appl Bio Mater","2026","2025/12/29","","","10.1021/acsabm.5c02291"
"19938809","Influence of amide versus ester linkages on the properties of eight-armed PEG-PLA star block copolymer hydrogels","Buwalda SJ, Dijkstra PJ, Calucci L, Forte C, Feijen J.","Biomacromolecules. 2010 Jan 11;11(1):224-32. doi: 10.1021/bm901080d.","Buwalda SJ","Biomacromolecules","2010","2009/11/27","","","10.1021/bm901080d"
"24433913","Synthesis of a novel supermagnetic iron oxide nanocomposite hydrogel based on graft copolymerization of poly((2-dimethylamino)ethyl methacrylate) onto salep for controlled release of drug","Bardajee GR, Hooshyar Z, Asli MJ, Shahidi FE, Dianatnejad N.","Mater Sci Eng C Mater Biol Appl. 2014 Mar 1;36:277-86. doi: 10.1016/j.msec.2013.11.022. Epub 2013 Nov 27.","Bardajee GR","Mater Sci Eng C Mater Biol Appl","2014","2014/01/18","","","10.1016/j.msec.2013.11.022"
"10091925","Cytomimetic biomaterials. 3. Preparation and transport studies of an alginate/amphiphilic copolymer/polymerized phospholipid film","Chon JH, Marra KG, Chaikof EL.","J Biomater Sci Polym Ed. 1999;10(1):95-107. doi: 10.1163/156856299x00306.","Chon JH","J Biomater Sci Polym Ed","1999","1999/03/26","","","10.1163/156856299x00306"
"31639298","Enhanced Tumor Synergistic Therapy by Injectable Magnetic Hydrogel Mediated Generation of Hyperthermia and Highly Toxic Reactive Oxygen Species","Wu H, Liu L, Song L, Ma M, Gu N, Zhang Y.","ACS Nano. 2019 Dec 24;13(12):14013-14023. doi: 10.1021/acsnano.9b06134. Epub 2019 Oct 25.","Wu H","ACS Nano","2019","2019/10/23","","","10.1021/acsnano.9b06134"
"21782148","Multipurpose smart hydrogel systems","Samchenko Y, Ulberg Z, Korotych O.","Adv Colloid Interface Sci. 2011 Oct 14;168(1-2):247-62. doi: 10.1016/j.cis.2011.06.005. Epub 2011 Jul 1.","Samchenko Y","Adv Colloid Interface Sci","2011","2011/07/26","","","10.1016/j.cis.2011.06.005"
"30812995","Novel type of hollow hydrogel microspheres with magnetite and silver nanoparticles","Lengert E, Kozlova A, Pavlov AM, Atkin V, Verkhovskii R, Kamyshinsky R, Demina P, Vasiliev AL, Venig SB, Bukreeva TV.","Mater Sci Eng C Mater Biol Appl. 2019 May;98:1114-1121. doi: 10.1016/j.msec.2019.01.030. Epub 2019 Jan 9.","Lengert E","Mater Sci Eng C Mater Biol Appl","2019","2019/03/01","","","10.1016/j.msec.2019.01.030"
"24921673","Spermidine cross-linked hydrogels as a controlled release biomimetic approach for cloxacillin","López-Cebral R, Romero-Caamaño V, Seijo B, Alvarez-Lorenzo C, Martín-Pastor M, Concheiro Á, Landin M, Sanchez A.","Mol Pharm. 2014 Jul 7;11(7):2358-71. doi: 10.1021/mp500067z. Epub 2014 Jun 24.","López-Cebral R","Mol Pharm","2014","2014/06/13","","","10.1021/mp500067z"
"33375128","Topochemical Engineering of Cellulose-Carboxymethyl Cellulose Beads: A Low-Field NMR Relaxometry Study","De Wever P, de Oliveira-Silva R, Marreiros J, Ameloot R, Sakellariou D, Fardim P.","Molecules. 2020 Dec 22;26(1):14. doi: 10.3390/molecules26010014.","De Wever P","Molecules","2020","2020/12/30","PMC7792948","","10.3390/molecules26010014"
"11712735","Evaluation of microcrystalline chitosan properties as a drug carrier. Part II. The influence of microcrystalline chitosan on release rate of ketoprofen","Bodek KH.","Acta Pol Pharm. 2001 May-Jun;58(3):185-94.","Bodek KH","Acta Pol Pharm","2001","2001/11/20","","",""
